hand_1,hand_2,board_1,board_2,board_3,board_4,board_5,preflop_win_rate,fullboard_win_rate
6d,Qc,Jd,Kh,Td,Js,4d,0.5072,0.3378
7h,2d,8c,6c,2h,Kd,Qd,0.3434,0.441
9s,Kd,8c,Jd,Tc,Ks,9h,0.5753,0.6438
Ts,8h,Qs,Kc,2h,2s,9c,0.4959,0.2572
9s,3c,7s,9d,4c,3h,5s,0.4036,0.7796
2s,4s,8h,6s,Qc,7h,Qs,0.3641,0.0283
Ad,6d,7s,Qd,5h,6h,7h,0.5968,0.6604
3c,Kh,6c,Kc,4h,4c,7s,0.5147,0.7653
7c,8s,6s,5h,2d,Tc,4s,0.4538,0.995
4h,3h,2h,4d,Jh,3s,9h,0.3926,0.9688
Kh,Qd,Ah,3d,Qs,9d,Th,0.6196,0.7774
3h,Ac,6s,7c,Kc,Kh,8c,0.5519,0.3709
Qd,3d,3s,Jd,7h,2d,9d,0.501,0.9833
4s,7c,9s,8h,9h,Kh,Ts,0.392,0.0867
2c,2d,3s,9c,Qd,Td,Qs,0.5072,0.4871
3c,9c,8s,8c,2h,3d,5d,0.4354,0.6549
2c,Qs,9s,Jh,8c,Qc,2h,0.4747,0.7929
4c,Tc,As,7s,Js,Qd,7h,0.4681,0.1871
5s,Ts,7h,Js,Qh,Kd,Qs,0.4824,0.3529
2s,4h,8h,3d,5s,8d,5h,0.3328,0.0221
Ah,3h,Qd,Ks,8c,Jh,4c,0.584,0.332
Jd,Tc,Qc,Qs,4d,As,Ah,0.557,0.619
Jd,9h,Js,7h,Ts,8s,Qc,0.5426,0.8749
9s,Qd,8d,8s,6c,Th,Kh,0.5514,0.3371
4h,Th,8d,Ts,3d,Jc,Qc,0.4746,0.5071
Ad,7h,Ks,7s,3d,Kc,8h,0.584,0.7522
3d,Tc,9s,7h,Ac,As,Qs,0.4268,0.2422
Jd,Ks,2s,4d,4s,4c,9c,0.6096,0.5083
3c,4d,Qh,2d,4c,5s,8h,0.3522,0.4784
3d,Kc,4c,Ts,8h,Qh,8c,0.5082,0.3306
2s,Jc,6s,4h,3h,3s,Qd,0.45,0.2072
Td,8c,8h,5s,6s,Js,5d,0.4975,0.6341
Qh,As,Kd,2h,2s,6d,Kc,0.6422,0.6136
Td,Ad,7d,Js,4d,6s,2h,0.6432,0.3388
Kd,Qc,Jd,9s,Ts,3s,3d,0.6202,0.9225
Qc,As,Ad,3c,7d,Ac,8h,0.6424,0.9739
5c,Ah,3d,Td,Kd,Js,6s,0.5785,0.2989
6c,8d,Js,Qc,Th,2d,As,0.4349,0.1746
6c,Jh,2c,Ac,4d,6d,4h,0.4879,0.6937
7c,Jc,4s,5c,Jh,Jd,Qs,0.5249,0.9595
Ac,Th,Qd,6d,6h,5c,Ad,0.6321,0.8167
5c,8s,As,7s,Jc,4h,6c,0.4185,0.9958
6d,3c,Ts,8s,9d,As,Qh,0.3601,0.0906
8c,9h,Th,Ks,Qh,9d,Tc,0.4777,0.4882
2h,4d,Td,Qd,6s,2d,6c,0.3262,0.5495
6s,8s,7d,Qd,4h,5s,Kd,0.4572,0.9497
9h,8s,Kd,Td,Qc,Th,Kh,0.4824,0.2727
Ks,6h,5c,Qs,7c,8c,Kc,0.5425,0.5085
Js,8d,7h,2h,7d,7c,Ah,0.5132,0.335
2d,8h,Ks,4s,5s,8d,2s,0.3603,0.573
6s,3d,2s,9s,9d,9h,Ac,0.3609,0.0585
5h,9h,Js,Ac,5d,4s,Qc,0.4551,0.5251
Js,Ac,2h,7d,Ts,3d,7c,0.6411,0.4921
2h,3h,Js,Td,Qs,Kh,5d,0.3594,0.0162
2d,6h,Ah,5h,8c,3c,6c,0.3453,0.5554
Ks,7h,6c,9h,4s,8h,Tc,0.5537,0.9103
Ah,Th,4s,Ts,Tc,6d,Qc,0.6466,0.9801
8c,2c,4c,2h,8s,Ts,Qh,0.3969,0.9115
Td,3h,Qd,3s,7c,7s,Ts,0.4215,0.6893
2c,Tc,Jc,Kd,4d,Ad,Kc,0.445,0.3293
Qs,5c,2s,8s,7h,Kd,Ks,0.502,0.3238
7d,5c,Jh,8h,Qc,Ks,2d,0.4046,0.1075
8h,4s,Qs,Qd,Kc,6h,8d,0.3969,0.7198
2s,Ks,Tc,Js,Qs,7h,7c,0.5335,0.3323
2d,6s,9h,7c,7s,Kh,8c,0.3463,0.0553
8s,8c,6c,7c,8h,6h,8d,0.6918,1.0
Tc,5c,7h,5d,Qc,8c,Jh,0.4753,0.4435
6c,9d,Ts,Qd,9c,5d,9h,0.4503,0.9266
3d,8c,9s,4d,7c,Jh,4h,0.3683,0.1106
9s,3c,Th,9c,Ks,6d,Kh,0.4035,0.6789
9h,Qd,6s,3c,4h,8c,6d,0.5574,0.2273
Kc,9c,6d,9h,6s,2s,4s,0.6011,0.8096
Jd,4c,7d,Ad,5c,6s,2d,0.4693,0.1085
5s,Kh,As,6c,Tc,2h,6s,0.5324,0.4598
8d,9s,6h,7h,Qc,2h,Qh,0.4765,0.065
6c,Jc,4s,Jd,Qd,7d,5c,0.505,0.6942
3h,6h,Th,2s,8s,7s,8d,0.3963,0.0523
3s,2c,Ac,As,Tc,7h,3c,0.3257,0.5459
4s,Kd,Qh,9c,Qs,Ts,Jd,0.525,0.901
8s,Qc,4d,Tc,3d,Ah,Qh,0.5423,0.7449
6d,7d,Tc,5s,Js,Qh,6h,0.4476,0.5209
4h,6h,Ah,4d,2c,Tc,7h,0.4179,0.513
Ah,Qc,5c,Qd,Ad,9h,Ks,0.6394,0.9634
8d,Qh,2d,As,9h,2c,3h,0.5357,0.3277
6c,2d,Ts,8d,Ah,6h,9h,0.3407,0.3175
Jh,Td,8s,Qd,2d,Kh,3d,0.5578,0.2772
4s,9h,3h,4d,5d,8h,Js,0.4027,0.504
Ks,6h,4s,As,9h,8c,2d,0.5424,0.3212
Ks,3h,Qc,3s,Th,8s,5d,0.5081,0.464
2s,Ah,8h,5d,9s,Th,3h,0.5561,0.26
Kc,6h,6s,Qc,7h,6d,9h,0.5424,0.9455
8h,Qs,Ad,2h,7h,5s,Ks,0.5393,0.3357
4h,Td,5h,Ts,8c,Kd,9d,0.4444,0.7051
Ah,Tc,4d,Jc,5c,8c,Ad,0.6187,0.8255
5s,Js,8d,Qc,Qd,Th,As,0.5101,0.3538
5c,5h,5s,8h,3d,Js,Kh,0.6094,0.9918
2c,3c,5s,Js,3h,Jc,5h,0.3607,0.0052
9d,6c,Ad,6s,8h,9h,8c,0.4469,0.6909
Ac,Kh,5s,2c,2d,4h,Qd,0.6618,0.4857
9c,9d,6h,4h,8c,7s,2d,0.7146,0.6746
7c,Ad,2s,9h,Ah,Tc,7s,0.5837,0.9407
Qd,Ks,Th,4h,9s,5h,8c,0.6171,0.2261
2c,9d,5c,4c,Qd,8c,Ah,0.3964,0.0648
2s,6c,Ks,Ah,4s,Kc,2c,0.3486,0.5728
5h,Ah,7c,Kc,6d,3c,Tc,0.5955,0.1693
Ac,2c,2s,Jd,Kh,Jh,6h,0.5688,0.5711
Td,9d,Jc,7d,Jh,4d,Ad,0.5466,0.9563
6d,5d,As,7s,4d,Td,7c,0.4339,0.0595
9d,8s,8c,5s,Jd,7h,9c,0.482,0.6267
Td,Ts,3d,2h,9s,3h,6c,0.7429,0.8629
4d,4s,9s,Ts,Jh,Qh,8s,0.5727,0.3983
9d,Jh,8s,Td,4h,As,8h,0.5323,0.2512
Jd,8c,Kh,Jc,Qc,Jh,Kd,0.5219,0.8907
3c,4c,Ah,8h,Qh,6h,6s,0.3921,0.0333
3s,7h,7d,Tc,9h,6h,2c,0.3653,0.5064
9d,9s,6d,6c,Jh,Ks,Jc,0.7137,0.6906
Ah,9c,3s,Ac,3h,Jh,Td,0.6157,0.8298
Ad,Ac,Kd,7d,2h,Ts,Td,0.8501,0.8674
2c,Jd,4h,9h,3h,9s,Kc,0.4523,0.2105
7c,8c,9s,6c,7d,5d,2h,0.4878,0.9288
As,4c,Kd,4s,Js,6s,Jh,0.5696,0.6085
8d,8s,Js,9h,Jc,Ad,4h,0.6875,0.6578
Kc,2s,4s,5d,Ts,8h,9c,0.5092,0.1813
2c,3c,Qh,7c,3d,3h,9h,0.3515,0.9103
Qh,6d,Th,9s,6s,Qs,Qd,0.5114,0.9938
7c,8d,2d,8c,4c,6h,Jh,0.4469,0.714
Qh,Ks,2h,3s,7h,Qs,Ts,0.6151,0.8612
Qd,Tc,Ah,Kc,Ac,9c,8s,0.572,0.4783
4d,2s,Kd,Ks,Qc,2h,Tc,0.3347,0.5383
4h,Jd,8s,7c,Kd,9s,4d,0.458,0.4399
Kc,2d,2c,Ks,4c,Ad,9h,0.4997,0.9246
7c,8s,Qh,9s,Ts,3d,Qd,0.4462,0.172
9s,2c,5d,4s,8s,2h,Js,0.3891,0.3756
9h,5d,Qd,5c,Jc,8c,Ac,0.4358,0.2478
Qc,Qh,8s,4d,5c,Kc,5h,0.7942,0.7592
6d,2h,3h,7d,Ac,8d,8c,0.344,0.0595
5d,2s,7d,3c,Th,2d,9h,0.3418,0.4018
Jh,6d,Ks,6h,8h,5s,9c,0.4792,0.451
8d,Jc,Kh,7d,Qc,3s,2s,0.5147,0.2677
Ac,9h,Th,8h,5s,8c,5h,0.6081,0.5895
Kh,9s,2h,7d,Td,6d,5s,0.5775,0.2016
6h,4d,8c,4s,7h,Jc,8s,0.3772,0.5626
Kd,7s,6d,9h,5c,Jh,Qd,0.5443,0.237
9d,7c,2s,Ks,Qd,8s,6s,0.4744,0.063
Qs,3c,Ac,Kd,8d,6h,Ts,0.4774,0.3222
2h,6s,Td,6h,3d,Ac,9c,0.3413,0.538
Ah,2d,6h,5d,3d,Td,6d,0.5574,0.6451
Kd,4d,4s,Jc,Ac,Qs,6h,0.5526,0.481
Kh,2c,8c,9d,7c,2h,5h,0.5027,0.3408
Ts,Ad,Js,Ks,7s,3d,3h,0.6149,0.4313
2d,3s,5h,Jc,Ah,5s,Js,0.3245,0.3366
Ah,Qc,9c,8s,5s,4c,4s,0.6485,0.4476
Qc,Th,8c,9s,Js,6h,Kh,0.5705,0.996
8d,6d,5s,Jc,Ac,5h,9h,0.4598,0.1008
9c,3h,Jc,8d,Kc,Ts,Qc,0.4031,0.7454
2s,2c,4c,9c,7s,3h,6h,0.4966,0.2693
Qd,8c,Jd,3h,7d,2s,6s,0.5426,0.1557
3c,6s,7s,2c,Tc,Qd,9c,0.3655,0.0538
Jh,2d,Ts,6s,2h,4h,9h,0.4427,0.4017
3s,8d,Ks,5d,8h,Qc,Tc,0.3756,0.5334
6d,Td,5c,Ah,5h,9c,8d,0.4905,0.1643
2s,8s,4s,9h,Qc,Th,3d,0.4037,0.092
9s,3d,Jc,8d,Ac,5d,3s,0.3977,0.4439
Qc,Js,5h,5s,4d,Ad,Jh,0.5727,0.72
4s,6s,6d,5d,6h,9c,Jc,0.4188,0.9404
Jd,9d,7s,Th,Ac,5h,Ts,0.5558,0.2972
Qs,7c,Kh,Kd,Qc,9c,Ks,0.5131,0.9056
9d,5h,6c,Ac,As,8h,7s,0.4235,0.9561
As,Jh,7s,Ad,Kc,6s,2d,0.6339,0.8966
Qh,3s,9h,4h,Qc,3d,Td,0.4848,0.9373
6d,9s,7s,7d,8h,2h,9c,0.4475,0.7721
9h,3s,Jc,Qc,4s,Jh,Ac,0.4007,0.2356
7h,Jc,3c,8h,8d,8s,4c,0.5014,0.2666
Qd,8s,7h,Ad,5s,9h,Qh,0.5302,0.7341
8d,Qd,5s,3h,2d,Ac,As,0.5538,0.2606
As,Ac,Jd,Kd,4h,Jh,3h,0.8468,0.8545
9h,Ts,6c,Jc,4d,5c,6h,0.5162,0.1368
6c,4s,Kh,Kc,4d,3c,Ts,0.3819,0.6897
Kh,Jh,3s,4d,9c,Tc,9s,0.6256,0.382
As,Kh,Th,4s,Ad,Ks,8h,0.6522,0.9718
7s,Kh,Qc,2s,6d,Ah,Kd,0.5441,0.772
Ks,3h,Jd,Qs,5c,Tc,Ah,0.5155,0.9357
Td,6h,2d,5s,Kd,4c,4d,0.4536,0.1387
9s,3s,9d,8d,As,6d,3h,0.4379,0.8753
7h,4h,7d,Ac,9d,Td,4s,0.4164,0.8477
Ah,Kd,4c,Jh,5c,3h,8h,0.6483,0.3381
8s,6s,Ac,3h,Qc,2s,9s,0.4674,0.0932
8h,Qh,9h,5d,4s,Jc,Td,0.5565,0.9823
9c,9s,4c,4d,Qs,2h,Ad,0.7246,0.6308
Ad,Jd,Jh,2s,9c,6d,Td,0.6525,0.8372
As,8h,3s,8c,Kc,2d,2c,0.5923,0.6995
Th,2h,4h,8s,Js,2d,8h,0.4451,0.5796
6c,8d,Ts,4h,2c,Kh,5d,0.4299,0.0411
Jc,5d,3d,5s,8s,6h,7s,0.4753,0.2977
Qd,Ks,5c,Js,As,8s,4d,0.6188,0.3335
3c,2s,Th,2c,3h,9d,As,0.3166,0.9112
9h,5c,Qc,8d,4c,Ts,5h,0.4253,0.5322
9s,3d,4s,Jh,Ad,6h,Tc,0.3903,0.1648
4d,9s,8s,5c,2c,Jh,6d,0.4026,0.0248
Th,6h,Ks,Qs,6c,2s,9h,0.4967,0.5287
Ah,7s,Qh,Ts,4h,Td,3s,0.5905,0.4713
3d,2c,Jd,9h,3c,Tc,4h,0.3194,0.3888
9c,8h,Qd,3h,5c,Jd,Qc,0.4794,0.1981
5h,Jh,Kh,5c,Td,4d,7h,0.5046,0.5406
Ks,4s,As,Ah,5h,8s,2s,0.5546,0.9709
7s,9d,5c,Jd,Ac,Tc,7c,0.4617,0.3184
7c,3d,5s,5h,7h,4c,Qc,0.362,0.6764
4h,9c,3c,Jc,4c,5c,7h,0.4052,0.8186
Qd,Js,8c,5s,3s,Ad,Td,0.5806,0.2738
Ah,Kd,2h,6s,9h,Qh,4h,0.6601,1.0
5s,2s,5c,6c,Th,8s,2d,0.3813,0.8714
8h,9c,Jd,4s,Ts,Qc,Td,0.4859,0.9369
Jc,8h,6s,9h,7c,2d,Qs,0.5183,0.1611
Td,2s,Kd,8d,6c,3h,6d,0.4148,0.1554
6d,2d,Qd,Th,Ts,7d,Jd,0.3791,0.9473
8c,3h,9s,3s,8h,Kc,Jc,0.3829,0.8922
5c,5d,Ad,8d,4h,4s,8s,0.6028,0.6641
7d,3h,Th,4h,7c,Jh,8h,0.3696,0.7101
Tc,7d,7h,Ts,3s,3d,Qh,0.4766,0.771
7d,9c,2s,Jd,2c,Qc,3d,0.4626,0.1724
2c,9c,2h,3h,8h,6d,9s,0.4199,0.875
Qh,7d,Ac,5d,3c,5s,8s,0.5229,0.3284
8c,8s,8d,6h,9c,5h,8h,0.6797,0.9974
Qd,Td,8d,3d,As,Ks,Js,0.596,0.953
Jc,Jh,Kd,9c,7d,3h,Ac,0.7789,0.7111
6d,5c,8s,Jd,Th,4c,Jh,0.4013,0.0573
8s,2h,Kd,5d,9c,Qh,6s,0.3708,0.1013
Qd,3d,As,7d,6s,Ks,Ac,0.5051,0.4206
Ts,Tc,9c,Jc,As,5d,8c,0.7509,0.6466
5s,3d,As,Kd,Qd,Ks,7s,0.3659,0.063
6s,Qc,3c,6c,6d,Kh,3d,0.5171,0.9743
Ks,7c,Jc,4h,5h,Qd,5d,0.5504,0.3524
8s,5h,Kc,7s,Jc,7h,2d,0.4199,0.1043
8d,3h,Qd,7h,4d,7s,Qc,0.3665,0.178
Qd,8d,Ac,3s,Ad,Td,4s,0.5592,0.3614
2d,7c,9c,As,Jd,3s,7h,0.3531,0.5433
Qs,5h,8d,Js,7d,2h,5d,0.5,0.4873
7h,7s,9s,9c,2d,3s,Td,0.6635,0.7473
9c,Kd,Jc,Jd,Qs,5d,4c,0.5804,0.3817
2c,7h,8s,5c,3s,Qc,7c,0.3457,0.5687
Kd,Ah,Ad,9s,9h,4s,5s,0.652,0.8472
Qh,4h,7d,6h,Jc,Ks,Js,0.5083,0.3432
Qc,4s,9c,3h,2d,4c,3s,0.4934,0.6792
Kd,4s,2s,7d,6s,7c,6d,0.5183,0.5839
9d,Th,Jc,9c,Qd,Td,Jd,0.5083,0.4315
6s,Ts,2h,9s,Ad,3c,7d,0.4903,0.0962
2s,Kh,Ts,Ah,6c,8h,8s,0.5012,0.4505
3s,Qd,Qs,4c,2h,6d,As,0.4819,0.7379
Jd,3h,5c,Td,5d,7c,Kc,0.4476,0.2387
9h,Ac,As,Th,2d,6h,4s,0.6038,0.865
Jd,2c,7d,6h,7s,7h,Th,0.4433,0.22
5d,Qh,5s,Ah,6d,Ks,8s,0.513,0.4445
Ad,Qs,5h,5c,7c,5d,Qd,0.6446,0.9022
Ac,4s,Qc,7c,2s,Kc,Ah,0.5669,0.8133
9s,5d,7s,2d,7c,3h,3s,0.4184,0.1604
Kh,8s,Js,4c,9d,3d,Ks,0.5565,0.8607
2c,Ks,6d,4h,5s,Qh,Kc,0.5054,0.7987
5h,5c,Jc,9h,7c,Ts,9d,0.6013,0.3906
Kc,3c,5h,2d,7c,2h,8c,0.55,0.3013
Jd,5d,5s,Ts,2d,6d,3c,0.5027,0.5058
Kc,3d,5d,As,Kh,4s,5h,0.5096,0.7368
Td,8h,6h,2c,6s,4d,Tc,0.5101,0.811
6c,Ac,4h,Ad,9s,2h,7c,0.5958,0.8521
Js,3h,Kh,5d,2d,Qd,4d,0.4482,0.1121
Ac,7c,Kd,Jc,3d,As,8h,0.613,0.8453
3d,6h,2h,8c,7d,6d,Jc,0.3608,0.4994
2h,4h,6s,3s,Qc,5h,6c,0.37,0.9573
8h,Kc,Td,4h,2c,Jc,3c,0.5554,0.2408
Ts,8s,7c,6c,2h,Js,9h,0.5156,0.9963
Tc,9c,8h,Ad,2h,4s,9d,0.5426,0.7565
Tc,8s,Qs,3s,2s,7h,9s,0.4915,0.8246
3s,Qh,3c,8c,8s,Tc,9c,0.4797,0.3247
6h,Ad,As,Js,5c,5h,Ts,0.5742,0.7981
6h,9h,5c,Th,3s,Kc,6s,0.4761,0.6389
Qh,Kd,2s,Ah,2d,Td,8h,0.6167,0.5184
Qc,5s,8s,3h,Jh,Tc,Qd,0.5009,0.6666
5d,Th,5c,9d,6h,4h,7s,0.4462,0.3031
9d,8d,Js,7s,4s,2h,4d,0.5031,0.1169
Qh,Kh,2d,3s,Ks,Jh,6h,0.6323,0.8751
5s,9d,5d,Ks,Th,Kc,2c,0.4214,0.6904
2c,8c,Ts,Tc,Qc,Td,5d,0.4032,0.1727
6c,5c,Tc,Jc,As,8c,5d,0.4249,0.9767
5h,Ad,2d,Ac,2c,Ts,2h,0.5855,0.9084
Jh,8d,Js,3d,4h,Qh,8c,0.5101,0.9387
4s,8c,As,7c,Qs,6h,Jh,0.3937,0.1101
7c,Ad,Td,As,2d,3c,Qh,0.5908,0.8355
2c,7d,4c,3h,Kd,4d,Qd,0.3441,0.0558
Ac,3c,Qh,8h,7d,4h,4s,0.5849,0.4018
Ks,3d,Kc,8s,7d,Ad,6s,0.5085,0.7153
Th,8d,9h,Qs,6c,7c,9d,0.4969,0.9684
5s,5d,7c,Ad,Qh,2d,3s,0.6013,0.5661
3h,2h,Th,5d,4c,Ad,3d,0.3594,0.8752
6c,7h,Jc,9h,Js,5s,2s,0.4333,0.0611
Qh,9s,5d,7c,6c,2h,2s,0.5447,0.2187
Jd,2d,Qc,Jh,Tc,6d,5s,0.4776,0.7005
6s,Qs,Qd,2s,7h,5c,5s,0.5427,0.821
Qd,9h,6c,5c,Kd,5h,Ts,0.55,0.3491
8d,6c,7c,Qd,Js,Kc,Qc,0.4348,0.1706
7h,Qd,3d,5h,3s,Ah,5d,0.5233,0.3236
Td,Jh,8s,6s,Kh,9s,Jc,0.5573,0.7137
2d,4d,2s,Qd,6d,Kd,Jh,0.3712,0.9721
7d,2d,4c,Td,Qh,Kh,Ah,0.3886,0.0979
9s,8s,3s,Kc,8c,4h,Qc,0.5023,0.6282
8s,Tc,Td,6c,4d,7s,3d,0.4978,0.6216
9s,Jh,8s,7d,9c,Kh,Th,0.5336,0.9303
Ks,6c,Qh,7c,2c,Jc,Ac,0.5462,0.7835
Ac,5d,9c,8h,2c,5h,2d,0.5776,0.6098
Th,3s,7s,Ks,Qd,6d,4s,0.4298,0.1244
6h,3d,3h,Qh,4h,Qs,8d,0.3544,0.5432
3h,Ks,2d,Js,Ah,Tc,9c,0.5148,0.3179
8h,4h,3h,9c,Tc,Td,6c,0.4256,0.0971
Qs,9h,As,Jc,4h,5s,6c,0.5598,0.2278
3c,Qc,Ah,6c,As,9h,7s,0.515,0.3027
3d,3c,Ah,Qc,Kd,9c,5c,0.5362,0.3712
9s,2s,8h,9c,Ks,Ad,Th,0.4215,0.5246
Qs,9d,5c,Ah,Js,6h,Ac,0.5594,0.3706
Td,3h,2d,8d,8s,5d,6s,0.42,0.0474
Ts,3c,4c,Jc,Ah,6c,9c,0.4289,0.7115
3h,2s,4h,Jh,3s,8d,6h,0.3235,0.3827
Kd,2d,Jd,3s,6s,Ac,9s,0.5403,0.3127
9s,6d,2d,7c,8h,As,Ad,0.4325,0.1052
Js,9d,3d,5c,Tc,Qd,7c,0.538,0.1668
Qd,Ad,Tc,8d,5s,4d,Jc,0.6606,0.3392
2h,Ts,4h,7d,6h,8d,Td,0.4163,0.4888
Jh,Qd,Qh,Qs,6c,As,5s,0.5852,0.9342
7s,Qh,Kc,Td,9s,5s,8d,0.5229,0.2265
3s,Qc,3d,Td,Jc,As,4s,0.4773,0.4518
Jd,8s,9c,7h,8h,Kh,Th,0.5108,0.6
5s,8d,Ac,Qs,6d,Jd,Th,0.4263,0.1759
Kd,Kc,Ad,9d,8c,2c,Ks,0.8183,0.9974
Ks,8s,Kc,7d,Kh,4d,2d,0.5867,0.9215
Kc,6d,5h,9h,Ts,8c,8s,0.5406,0.3043
2h,Qd,9c,3h,Th,Kc,6h,0.4639,0.2112
Kc,3h,5s,5c,2d,8h,Tc,0.5169,0.3384
Ks,7d,Jh,5d,5h,2h,3s,0.554,0.301
6h,9h,Qc,Js,4s,7c,Qs,0.4728,0.1542
3h,3c,Qc,Kd,2c,5c,7h,0.541,0.4668
Kh,As,Qd,5d,Th,4d,Td,0.6574,0.2852
6c,Qs,2d,Ad,7c,6s,As,0.5125,0.7386
6c,Kc,5h,3s,5c,6h,9h,0.558,0.6424
Ts,8h,Kc,6h,7c,4d,6c,0.5027,0.1499
Qc,6h,4d,As,2c,8c,6d,0.5039,0.6393
Qs,5s,8c,Js,7s,Jd,7c,0.5292,0.3592
9d,Ad,Jd,Ah,Qh,As,2h,0.6239,0.906
8c,2c,Js,3h,7h,Qd,4d,0.3962,0.0281
3h,7h,Ac,8c,8d,6d,Jh,0.4023,0.1042
Qs,8c,5s,2d,4s,Kc,As,0.5341,0.2376
9h,7d,4s,Td,Jh,Kh,Qd,0.4635,0.7658
3h,8h,Jh,8d,4c,Tc,As,0.4098,0.5193
3c,9c,Td,3d,3h,Ah,8h,0.426,0.9151
Qh,Qd,7d,4h,Ks,2s,2c,0.8004,0.7812
Tc,Ts,8c,Th,7h,3s,5s,0.748,0.9526
5d,5h,Tc,6c,9s,Ac,Ts,0.5962,0.4912
Tc,9c,7h,8s,Ks,Kh,5c,0.5406,0.1731
7h,Th,2d,8c,2s,Ah,9h,0.5022,0.1726
2h,3h,8c,Td,7d,Js,Ad,0.3609,0.0601
Qd,3h,4c,3c,5c,5s,Kh,0.4837,0.4984
As,5d,3s,2d,Qc,3c,7c,0.5706,0.411
7d,5h,5c,2h,5d,Jd,Qh,0.3996,0.9587
9s,9d,Ad,7s,7c,5s,Kh,0.7129,0.6536
Ah,8d,8c,3c,9d,5h,4c,0.5865,0.7074
8c,Kd,Kh,Qs,9c,Ac,Ah,0.5624,0.8474
Jd,Kh,Th,Ad,3s,8c,Ah,0.6136,0.5036
Ah,3s,Ad,Ac,9c,Tc,4h,0.5475,0.9177
3d,Qh,4h,Ts,Qd,Ac,4s,0.4802,0.7213
9h,9s,2h,Ah,9c,4s,4c,0.7175,0.9959
6s,5s,7h,Ad,Jd,9s,7s,0.4392,0.1032
6h,8s,Jc,4s,As,3h,Td,0.4425,0.0967
Jc,6h,2h,7s,2c,Kd,Qc,0.4663,0.362
2c,8s,7d,9h,Qd,As,9d,0.3735,0.161
Td,Qc,Js,3s,5s,8d,Kc,0.5655,0.2663
Qs,Ac,4c,8s,Kc,Jh,9h,0.6437,0.3621
2d,Td,3c,4h,9c,7s,5h,0.4487,0.016
Js,8h,8c,Jh,Jd,3c,Qc,0.512,0.993
8d,7s,Qc,2c,4c,As,6s,0.4535,0.0461
As,3h,Td,Ts,9s,Qd,6s,0.5568,0.3856
8h,2d,2s,2h,8d,As,3d,0.3715,0.9895
6h,9s,7c,Th,Ad,2d,5c,0.4391,0.0964
2d,Jc,2s,3s,4h,5h,Tc,0.4503,0.2484
Qs,5s,6c,Kc,Ts,Jh,4h,0.5289,0.2356
4d,Kc,2h,5h,Qd,Ts,Kh,0.5305,0.7716
9s,Qh,Td,3d,5s,Qs,Ts,0.5464,0.8229
2c,Qc,Th,Kh,6c,8d,Js,0.5033,0.2313
8s,9c,7d,Jd,Td,3c,7s,0.4757,0.9227
2c,3h,Js,3c,Qc,7s,Ts,0.3232,0.3734
Qd,7d,8h,2d,Kc,9s,9d,0.5406,0.3387
Qc,Ks,6d,Td,2s,Ah,2d,0.6112,0.4752
5c,9c,6s,3h,9d,Kc,Jh,0.4519,0.6335
7c,3c,8c,2c,8s,Jh,6s,0.4014,0.059
4d,4c,Qd,Ac,Td,8d,6c,0.5709,0.3375
Ah,3d,5d,Ac,5s,8h,Ad,0.5516,0.9759
9s,3d,4h,2c,2h,Kd,Td,0.3993,0.1749
5s,3h,Th,9s,6h,6d,Qs,0.3643,0.0915
3s,5c,7d,2d,4h,6c,8s,0.3658,0.9137
3d,Kd,5c,3h,Jh,6s,4d,0.548,0.2581
Kd,Qd,8s,9c,8d,Tc,Jc,0.6269,0.9229
9s,Ts,Qh,7c,Tc,6c,3h,0.5468,0.7163
3s,Jc,Ks,6c,Ts,5d,4d,0.4532,0.1147
Ac,4d,Qs,3d,8s,Qc,Jh,0.5654,0.4417
2h,8d,8c,3c,Jc,Qh,9d,0.3639,0.4271
2s,7c,9s,2c,5s,3h,4h,0.3428,0.2258
3c,Js,Ks,8h,Tc,Kh,6s,0.4621,0.2311
Jc,Qh,Kd,9d,Ks,Ad,4s,0.5837,0.4803
Qc,7c,Ac,3c,Ah,7d,9s,0.5447,0.745
4c,2s,4d,5d,Ad,3h,7d,0.3323,0.5029
Qh,4c,8s,Kd,7s,7h,3h,0.4988,0.3403
9h,7c,6s,Ah,Qh,8c,3h,0.4613,0.1187
6h,Kc,9c,8s,8h,6c,Qh,0.537,0.5899
6c,Qc,Qh,Kh,As,Jd,4c,0.5391,0.5478
2h,Ks,Qs,5c,5h,Kh,3d,0.5127,0.8558
6s,Jc,8c,2d,Tc,Jh,5c,0.4691,0.7788
6s,3h,9s,8h,Ac,4h,5c,0.3633,0.0107
9h,5s,8c,Jh,Kd,Qd,Qc,0.4278,0.2636
7s,7d,6d,5d,Kc,3d,6h,0.6615,0.6949
6c,4d,2h,8c,3s,7s,Kd,0.3812,0.0144
Ad,Kh,Ac,Td,4c,4s,5d,0.6508,0.8763
Jh,6d,8s,3h,8d,2c,Kd,0.4783,0.2474
Kc,2c,3h,Qh,5d,Jc,Tc,0.5302,0.221
Kd,Ah,Th,Qs,9c,9s,Js,0.6506,0.919
Jc,9s,As,6s,4d,Qc,Kc,0.5187,0.3779
Jd,9d,2c,7h,Tc,8c,7s,0.5497,0.92
3h,6s,5s,4c,2s,Qc,9d,0.3607,0.9952
Kh,7d,Jd,3d,Kc,5d,Ts,0.5525,0.8045
4s,9c,Ah,7s,3d,4h,Jd,0.4052,0.531
Jc,Jd,Ac,7d,9s,7c,3h,0.775,0.7696
