0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
11,0,0,1,0,3,1,0,0,0,6,0,1,0,0,3,0,1,0,0,9,0,0,1,0,5,0,1,0,0,13,1,0,0,0,0.4551,0.4093
5,0,0,1,0,8,0,0,0,1,3,0,0,0,1,5,1,0,0,0,3,0,1,0,0,6,0,0,1,0,8,0,1,0,0,0.4135,0.8191
5,0,0,0,1,9,0,1,0,0,4,0,1,0,0,14,0,1,0,0,12,0,1,0,0,10,0,0,0,1,13,1,0,0,0,0.4335,0.2445
7,0,1,0,0,12,1,0,0,0,9,0,0,1,0,8,0,0,0,1,7,0,0,0,1,6,1,0,0,0,9,0,0,0,1,0.5201,0.4194
7,0,0,0,1,7,0,1,0,0,9,0,0,1,0,3,0,0,0,1,10,1,0,0,0,14,0,0,0,1,8,1,0,0,0,0.6596,0.4754
3,1,0,0,0,10,0,0,0,1,10,0,0,1,0,11,0,0,1,0,11,0,1,0,0,2,0,1,0,0,5,0,1,0,0,0.4219,0.7759
6,0,1,0,0,8,0,1,0,0,9,0,0,0,1,14,0,0,0,1,2,0,1,0,0,11,0,1,0,0,3,0,0,1,0,0.4541,0.0961
14,0,0,1,0,2,0,0,0,1,3,1,0,0,0,12,0,0,0,1,3,0,0,1,0,12,0,0,1,0,5,0,1,0,0,0.5477,0.6118
6,0,0,1,0,7,0,0,1,0,5,0,0,0,1,3,0,1,0,0,14,0,1,0,0,8,1,0,0,0,11,0,0,1,0,0.4549,0.0546
2,0,1,0,0,11,0,1,0,0,2,1,0,0,0,8,0,1,0,0,12,0,1,0,0,4,0,0,1,0,12,0,0,0,1,0.477,0.5981
4,1,0,0,0,4,0,0,0,1,11,0,0,1,0,7,1,0,0,0,8,1,0,0,0,10,0,0,0,1,6,0,0,1,0,0.5765,0.2999
11,0,0,1,0,9,0,0,0,1,9,0,1,0,0,14,1,0,0,0,5,0,1,0,0,14,0,0,0,1,11,0,1,0,0,0.5312,0.8071
14,0,0,0,1,5,0,0,1,0,10,0,1,0,0,4,0,1,0,0,12,1,0,0,0,14,1,0,0,0,5,0,1,0,0,0.5726,0.9034
14,0,0,0,1,7,0,1,0,0,2,0,0,0,1,3,0,1,0,0,5,0,0,1,0,14,0,0,1,0,9,0,1,0,0,0.5895,0.6858
5,0,0,1,0,14,0,0,1,0,12,0,0,0,1,10,1,0,0,0,11,0,0,1,0,10,0,0,1,0,7,0,0,1,0,0.5983,0.9715
14,0,0,0,1,10,0,0,1,0,13,1,0,0,0,8,0,0,0,1,13,0,0,1,0,5,0,0,0,1,14,1,0,0,0,0.6309,0.8868
8,0,0,0,1,6,0,1,0,0,5,1,0,0,0,12,0,0,0,1,5,0,1,0,0,7,0,1,0,0,4,0,0,1,0,0.4347,0.9667
5,1,0,0,0,3,1,0,0,0,13,0,0,1,0,2,0,0,0,1,3,0,0,1,0,7,0,0,1,0,8,0,0,1,0,0.3997,0.2904
7,0,1,0,0,9,0,0,0,1,6,0,1,0,0,12,0,0,1,0,9,0,1,0,0,11,0,0,1,0,7,0,0,1,0,0.4572,0.8444
3,1,0,0,0,9,1,0,0,0,4,0,0,0,1,13,1,0,0,0,11,0,1,0,0,13,0,0,0,1,3,0,0,1,0,0.4314,0.5836
9,0,1,0,0,13,0,1,0,0,11,1,0,0,0,13,0,0,0,1,11,0,0,0,1,6,0,0,1,0,4,0,0,1,0,0.6066,0.872
6,0,0,1,0,7,0,0,1,0,11,0,0,1,0,6,0,0,0,1,4,0,0,1,0,5,0,0,0,1,6,0,1,0,0,0.4486,0.9156
11,0,0,0,1,4,0,1,0,0,14,1,0,0,0,6,0,0,0,1,4,0,0,1,0,4,1,0,0,0,9,0,1,0,0,0.4501,0.9728
13,0,1,0,0,7,1,0,0,0,4,1,0,0,0,12,0,1,0,0,8,0,1,0,0,2,0,0,1,0,11,0,0,1,0,0.5559,0.2477
4,0,1,0,0,8,1,0,0,0,13,1,0,0,0,5,0,0,0,1,9,0,0,1,0,4,0,0,1,0,9,1,0,0,0,0.3922,0.6013
3,1,0,0,0,7,0,0,1,0,12,0,0,0,1,5,1,0,0,0,3,0,0,0,1,6,0,0,0,1,8,0,1,0,0,0.3655,0.3815
14,0,1,0,0,12,1,0,0,0,13,0,0,1,0,5,0,0,0,1,3,0,0,1,0,2,1,0,0,0,3,0,0,0,1,0.6469,0.4813
11,0,0,1,0,6,0,0,1,0,8,1,0,0,0,8,0,0,1,0,7,0,0,0,1,4,0,0,0,1,2,1,0,0,0,0.5104,0.1641
6,0,1,0,0,11,0,0,1,0,2,1,0,0,0,7,1,0,0,0,8,0,0,1,0,4,0,0,1,0,7,0,1,0,0,0.4844,0.1662
12,1,0,0,0,4,0,0,0,1,10,1,0,0,0,3,0,1,0,0,9,0,0,0,1,3,0,0,0,1,14,1,0,0,0,0.4889,0.3498
2,0,1,0,0,10,1,0,0,0,13,0,0,0,1,12,0,1,0,0,11,0,0,1,0,2,0,0,0,1,14,0,1,0,0,0.4109,0.9355
2,0,1,0,0,9,1,0,0,0,11,0,0,0,1,5,0,0,0,1,8,0,1,0,0,5,0,0,1,0,2,1,0,0,0,0.3902,0.5745
8,1,0,0,0,10,1,0,0,0,13,0,0,1,0,6,1,0,0,0,14,1,0,0,0,13,0,1,0,0,10,0,0,1,0,0.5232,0.7207
13,1,0,0,0,5,0,0,0,1,8,0,0,1,0,2,1,0,0,0,12,0,0,0,1,2,0,0,1,0,10,0,0,1,0,0.5314,0.3042
8,0,0,0,1,12,0,0,1,0,10,1,0,0,0,6,1,0,0,0,2,0,1,0,0,11,0,0,1,0,11,0,1,0,0,0.5385,0.2793
3,1,0,0,0,11,1,0,0,0,13,0,1,0,0,12,0,0,0,1,11,0,1,0,0,12,0,1,0,0,3,0,1,0,0,0.4798,0.4134
10,1,0,0,0,10,0,0,0,1,4,0,1,0,0,5,0,1,0,0,7,0,0,1,0,9,1,0,0,0,9,0,1,0,0,0.7481,0.803
3,0,1,0,0,13,1,0,0,0,12,0,0,1,0,6,0,1,0,0,8,1,0,0,0,10,0,0,1,0,6,0,0,0,1,0.517,0.3202
8,0,0,0,1,4,0,0,1,0,6,1,0,0,0,4,1,0,0,0,10,0,0,0,1,11,0,1,0,0,3,0,1,0,0,0.3906,0.517
9,0,0,1,0,11,0,1,0,0,9,1,0,0,0,12,0,0,1,0,9,0,1,0,0,12,1,0,0,0,2,1,0,0,0,0.5261,0.8953
9,1,0,0,0,4,0,0,0,1,7,1,0,0,0,6,0,0,0,1,12,0,1,0,0,14,0,0,1,0,14,0,0,0,1,0.4109,0.1744
4,0,1,0,0,12,1,0,0,0,6,1,0,0,0,14,0,1,0,0,11,1,0,0,0,8,1,0,0,0,14,0,0,1,0,0.4946,0.3196
7,0,0,0,1,12,0,1,0,0,6,0,0,1,0,5,1,0,0,0,2,0,1,0,0,6,1,0,0,0,2,1,0,0,0,0.5159,0.3134
6,0,1,0,0,6,1,0,0,0,14,1,0,0,0,9,1,0,0,0,13,0,0,1,0,10,0,0,0,1,7,0,0,1,0,0.6373,0.3795
2,0,0,1,0,9,0,0,1,0,4,0,1,0,0,10,0,0,0,1,13,0,0,0,1,2,0,0,0,1,5,0,1,0,0,0.4226,0.3973
6,0,0,0,1,2,0,0,0,1,7,0,0,1,0,13,1,0,0,0,9,0,1,0,0,6,0,0,1,0,14,0,1,0,0,0.3813,0.4265
9,0,0,0,1,2,0,1,0,0,8,0,0,0,1,12,0,0,0,1,9,0,1,0,0,10,0,0,0,1,6,1,0,0,0,0.3917,0.3738
2,0,0,0,1,14,0,0,1,0,10,0,1,0,0,11,0,0,1,0,7,0,1,0,0,12,0,0,1,0,2,0,0,1,0,0.546,0.4202
6,0,0,1,0,12,0,0,0,1,2,0,0,0,1,14,0,0,0,1,10,0,0,1,0,3,1,0,0,0,10,1,0,0,0,0.5168,0.3335
11,0,0,1,0,7,0,0,0,1,3,0,0,1,0,8,0,0,1,0,9,0,0,0,1,5,0,1,0,0,2,0,1,0,0,0.4936,0.0861
7,0,0,0,1,3,0,1,0,0,10,1,0,0,0,14,0,0,1,0,12,0,1,0,0,14,1,0,0,0,8,0,0,1,0,0.3726,0.1019
2,1,0,0,0,14,0,1,0,0,8,0,0,0,1,9,1,0,0,0,7,0,0,0,1,10,0,0,1,0,4,0,0,1,0,0.5435,0.1593
10,0,0,1,0,6,0,0,0,1,11,1,0,0,0,8,0,1,0,0,7,0,0,0,1,8,0,0,1,0,13,0,0,1,0,0.4615,0.2483
14,0,0,1,0,7,1,0,0,0,5,0,0,1,0,7,0,0,0,1,6,1,0,0,0,13,0,1,0,0,12,0,1,0,0,0.592,0.642
6,1,0,0,0,2,0,0,1,0,10,0,0,0,1,2,1,0,0,0,6,0,0,0,1,14,0,0,0,1,6,0,1,0,0,0.3464,0.9861
9,0,0,1,0,6,1,0,0,0,4,1,0,0,0,8,0,1,0,0,4,0,1,0,0,14,0,0,1,0,4,0,0,1,0,0.4461,0.1776
2,1,0,0,0,2,0,1,0,0,14,0,1,0,0,7,0,0,1,0,5,0,1,0,0,5,0,0,0,1,9,0,0,1,0,0.5061,0.5064
12,0,0,0,1,12,0,0,1,0,10,0,0,0,1,5,0,0,0,1,9,0,0,1,0,7,0,1,0,0,3,0,0,1,0,0.7982,0.8357
12,0,0,1,0,10,0,0,1,0,9,1,0,0,0,10,0,1,0,0,6,0,0,0,1,11,0,0,0,1,8,1,0,0,0,0.5939,0.9346
3,0,0,0,1,11,0,1,0,0,12,0,0,1,0,7,0,1,0,0,14,1,0,0,0,5,1,0,0,0,2,0,1,0,0,0.4634,0.2182
8,0,0,1,0,4,0,0,0,1,5,0,0,1,0,14,0,1,0,0,5,1,0,0,0,7,1,0,0,0,3,0,0,1,0,0.3994,0.032
14,0,0,1,0,7,0,0,0,1,10,1,0,0,0,3,0,1,0,0,9,0,0,1,0,6,0,0,1,0,11,0,1,0,0,0.5806,0.3216
7,0,0,1,0,2,0,1,0,0,13,0,0,1,0,4,0,1,0,0,6,1,0,0,0,9,0,0,0,1,11,0,0,1,0,0.3482,0.0559
4,1,0,0,0,8,0,0,1,0,5,0,0,0,1,6,0,0,1,0,10,1,0,0,0,3,0,1,0,0,3,0,0,0,1,0.3995,0.0239
12,0,0,1,0,11,0,1,0,0,13,0,0,1,0,5,0,0,0,1,12,0,1,0,0,3,0,0,0,1,10,0,0,1,0,0.5809,0.77
4,0,0,0,1,3,0,1,0,0,14,0,1,0,0,5,0,1,0,0,6,0,0,0,1,8,0,1,0,0,8,0,0,1,0,0.3569,0.0147
8,0,0,0,1,13,1,0,0,0,11,0,0,0,1,13,0,1,0,0,5,0,1,0,0,3,0,0,0,1,11,0,1,0,0,0.5726,0.8203
11,0,0,0,1,10,0,0,0,1,13,0,1,0,0,3,1,0,0,0,4,0,1,0,0,8,0,0,1,0,2,0,1,0,0,0.5784,0.1739
